season,week,celebrity_name,fan_share_lb,fan_share_ub
10,9,Chad Ochocinco,0.0,0.26991150442477874
10,2,Erin Andrews,0.0,0.9181818181818182
10,3,Erin Andrews,0.0,1.0
10,4,Erin Andrews,0.0,0.9973045822102427
10,5,Erin Andrews,0.0,1.0
10,6,Erin Andrews,0.0,1.0
10,7,Erin Andrews,0.0,0.9935691318327975
10,8,Erin Andrews,0.0,1.0
10,9,Erin Andrews,0.0,1.0
10,2,Evan Lysacek,0.0,0.9181818181818182
10,3,Evan Lysacek,0.0,1.0
10,4,Evan Lysacek,0.0,0.9973045822102427
10,5,Evan Lysacek,0.0,1.0
10,6,Evan Lysacek,0.0,1.0
10,7,Evan Lysacek,0.0,0.9935691318327975
10,8,Evan Lysacek,0.0,1.0
10,9,Evan Lysacek,0.0,1.0
10,2,Jake Pavelka,0.0,0.9181818181818182
10,3,Jake Pavelka,0.0,1.0
10,4,Jake Pavelka,0.0,0.9973045822102427
10,5,Jake Pavelka,0.0,1.0
10,6,Jake Pavelka,0.0,0.1660971386712095
10,2,Kate Gosselin,0.022727272727272735,0.9409090909090909
10,3,Kate Gosselin,0.0,1.0
10,4,Kate Gosselin,0.002695417789757404,1.0
10,5,Kate Gosselin,0.0,0.16329479768786126
10,2,Nicole Scherzinger,0.0,0.9181818181818182
10,3,Nicole Scherzinger,0.0,1.0
10,4,Nicole Scherzinger,0.0,0.9973045822102427
10,5,Nicole Scherzinger,0.0,1.0
10,6,Nicole Scherzinger,0.0,1.0
10,7,Nicole Scherzinger,0.0,0.9935691318327975
10,8,Nicole Scherzinger,0.0,1.0
10,9,Nicole Scherzinger,0.0,1.0
10,2,Niecy Nash,0.0,0.9181818181818182
10,3,Niecy Nash,0.0,1.0
10,4,Niecy Nash,0.0,0.9973045822102427
10,5,Niecy Nash,0.0,1.0
10,6,Niecy Nash,0.0,1.0
10,7,Niecy Nash,0.006430868167202564,1.0
10,8,Niecy Nash,0.0,0.2300395256916996
10,2,Pamela Anderson,0.0,0.9181818181818182
10,3,Pamela Anderson,0.0,1.0
10,4,Pamela Anderson,0.0,0.9973045822102427
10,5,Pamela Anderson,0.0,1.0
10,6,Pamela Anderson,0.0,1.0
10,7,Pamela Anderson,0.0,0.16934619506966778
10,2,Shannen Doherty,0.0,0.0909090909090909
11,1,Audrina Patridge,0.0,1.0
11,2,Audrina Patridge,0.0,1.0
11,3,Audrina Patridge,0.0,1.0
11,4,Audrina Patridge,0.0,1.0
11,5,Audrina Patridge,0.0,0.978021978021978
11,6,Audrina Patridge,0.0,0.13112535715269152
11,1,Brandy,0.0,1.0
11,2,Brandy,0.0,1.0
11,3,Brandy,0.0,1.0
11,4,Brandy,0.0,1.0
11,5,Brandy,0.0,0.978021978021978
11,6,Brandy,0.0,0.898553280131865
11,7,Brandy,0.0,0.985611510791367
11,8,Brandy,0.0,0.9962264150943396
11,9,Brandy,0.0,0.24999999999999997
11,1,Bristol Palin,0.0,1.0
11,2,Bristol Palin,0.0,1.0
11,3,Bristol Palin,0.0,1.0
11,4,Bristol Palin,0.0,1.0
11,5,Bristol Palin,0.016483516483516494,0.9945054945054945
11,6,Bristol Palin,0.019323736843554568,0.9178770169754196
11,7,Bristol Palin,0.009592326139088725,0.9952038369304557
11,8,Bristol Palin,0.0037735849056603765,1.0
11,9,Bristol Palin,0.017543859649122806,1.0
11,1,David Hasselhoff,0.0,0.10058737151248165
11,1,Florence Henderson,0.0,1.0
11,2,Florence Henderson,0.0,1.0
11,3,Florence Henderson,0.0,1.0
11,4,Florence Henderson,0.0,1.0
11,5,Florence Henderson,0.0,0.13461538461538458
11,1,Jennifer Grey,0.0,1.0
11,2,Jennifer Grey,0.0,1.0
11,3,Jennifer Grey,0.0,1.0
11,4,Jennifer Grey,0.0,1.0
11,5,Jennifer Grey,0.0,0.978021978021978
11,6,Jennifer Grey,0.014491836445823747,0.9130451165776887
11,7,Jennifer Grey,0.0,0.985611510791367
11,8,Jennifer Grey,0.0,0.9962264150943396
11,9,Jennifer Grey,0.0,0.9824561403508771
11,1,Kurt Warner,0.0,1.0
11,2,Kurt Warner,0.0,1.0
11,3,Kurt Warner,0.0,1.0
11,4,Kurt Warner,0.0,1.0
11,5,Kurt Warner,0.0,0.978021978021978
11,6,Kurt Warner,0.04830885901546529,0.9468621391473303
11,7,Kurt Warner,0.0,0.985611510791367
11,8,Kurt Warner,0.0,0.2188679245283019
11,1,Kyle Massey,0.0,1.0
11,2,Kyle Massey,0.0,1.0
11,3,Kyle Massey,0.0,1.0
11,4,Kyle Massey,0.0,1.0
11,5,Kyle Massey,0.005494505494505503,0.9835164835164835
11,6,Kyle Massey,0.009661385328356198,0.9082146654602212
11,7,Kyle Massey,0.0047961630695443624,0.9904076738609113
11,8,Kyle Massey,0.0,0.9962264150943396
11,9,Kyle Massey,0.0,0.9824561403508771
11,1,Margaret Cho,-0.0,1.0
11,2,Margaret Cho,0.0,1.0
11,3,Margaret Cho,0.0,0.11855203619909498
11,1,Michael Bolton,0.0,1.0
11,2,Michael Bolton,0.0,0.12751953928424517
11,1,Rick Fox,0.0,1.0
11,2,Rick Fox,0.0,1.0
11,3,Rick Fox,0.0,1.0
11,4,Rick Fox,0.0,1.0
11,5,Rick Fox,0.0,0.978021978021978
11,6,Rick Fox,0.009660902234935098,0.9082141823668001
11,7,Rick Fox,0.0,0.16786570743405277
11,1,The Situation,0.0,1.0
11,2,The Situation,0.0,1.0
11,3,The Situation,0.0,1.0
11,4,The Situation,0.0,0.14400993171942894
12,2,Chelsea Kane,0.0,1.0
12,3,Chelsea Kane,0.0,1.0
12,4,Chelsea Kane,0.0,0.9854368932038835
12,5,Chelsea Kane,0.0,1.0
12,6,Chelsea Kane,0.0,1.0
12,7,Chelsea Kane,0.0,0.9946949602122015
12,8,Chelsea Kane,0.0,0.9769230769230769
12,9,Chelsea Kane,0.0,1.0
12,2,Chris Jericho,0.0,1.0
12,3,Chris Jericho,0.0,1.0
12,4,Chris Jericho,0.0,0.9854368932038835
12,5,Chris Jericho,0.0,1.0
12,6,Chris Jericho,0.0,0.1634920634920635
12,2,Hines Ward,0.0,1.0
12,3,Hines Ward,0.0,1.0
12,4,Hines Ward,0.0,0.9854368932038835
12,5,Hines Ward,0.0,1.0
12,6,Hines Ward,0.0,1.0
12,7,Hines Ward,0.0,0.9946949602122015
12,8,Hines Ward,0.0,0.9769230769230769
12,9,Hines Ward,0.0,1.0
12,2,Kendra Wilkinson,0.0,1.0
12,3,Kendra Wilkinson,0.0,1.0
12,4,Kendra Wilkinson,0.014563106796116498,1.0
12,5,Kendra Wilkinson,-0.0,1.0
12,6,Kendra Wilkinson,0.0,1.0
12,7,Kendra Wilkinson,0.0,0.17152961980548187
12,2,Kirstie Alley,0.0,1.0
12,3,Kirstie Alley,0.0,1.0
12,4,Kirstie Alley,0.0,0.9854368932038835
12,5,Kirstie Alley,0.0,1.0
12,6,Kirstie Alley,0.0,1.0
12,7,Kirstie Alley,0.0026525198938992245,0.9973474801061007
12,8,Kirstie Alley,0.0,0.9769230769230769
12,9,Kirstie Alley,0.0,1.0
12,2,Mike Catherwood,0.0,0.10311447811447808
12,2,Petra Nemcova,0.0,1.0
12,3,Petra Nemcova,0.0,1.0
12,4,Petra Nemcova,0.0,0.9854368932038835
12,5,Petra Nemcova,0.0,0.13659793814432986
12,2,Ralph Macchio,0.0,1.0
12,3,Ralph Macchio,0.0,1.0
12,4,Ralph Macchio,0.0,0.9854368932038835
12,5,Ralph Macchio,0.0,1.0
12,6,Ralph Macchio,0.0,1.0
12,7,Ralph Macchio,0.0,0.9946949602122015
12,8,Ralph Macchio,0.023076923076923078,1.0
12,9,Ralph Macchio,0.0,0.29574468085106387
12,2,Romeo,0.0,1.0
12,3,Romeo,0.0,1.0
12,4,Romeo,0.0,0.9854368932038835
12,5,Romeo,0.0,1.0
12,6,Romeo,0.0,1.0
12,7,Romeo,0.0026525198938992245,0.9973474801061007
12,8,Romeo,0.0,0.2
12,2,Sugar Ray Leonard,-0.0,1.0
12,3,Sugar Ray Leonard,0.0,1.0
12,4,Sugar Ray Leonard,0.0,0.12028047464940668
12,2,Wendy Williams,0.0,1.0
12,3,Wendy Williams,0.0,0.12990654205607477
13,1,Carson Kressley,0.0,1.0
13,2,Carson Kressley,0.013452914798206275,0.959641255605381
13,3,Carson Kressley,0.004219409282700426,0.9620253164556962
13,4,Carson Kressley,0.004784688995215308,1.0
13,5,Carson Kressley,0.0,0.14893617021276598
13,1,Chaz Bono,0.0,1.0
13,2,Chaz Bono,0.0179372197309417,0.9641255605381165
13,3,Chaz Bono,0.025316455696202528,0.9831223628691984
13,4,Chaz Bono,0.0,0.9952153110047847
13,5,Chaz Bono,0.0,1.0
13,6,Chaz Bono,0.0,0.17125645438898454
13,1,Chynna Phillips,0.0,1.0
13,2,Chynna Phillips,0.0,0.9461883408071747
13,3,Chynna Phillips,0.0,0.9578059071729959
13,4,Chynna Phillips,0.0,0.12174375332270068
13,1,David Arquette,0.0,1.0
13,2,David Arquette,0.013452914798206275,0.959641255605381
13,3,David Arquette,0.0,0.9578059071729959
13,4,David Arquette,0.0,0.9952153110047847
13,5,David Arquette,0.0,1.0
13,6,David Arquette,0.0,1.0
13,7,David Arquette,0.0,0.17292377701934017
13,1,Elisabetta Canalis,0.0,1.0
13,2,Elisabetta Canalis,0.0,0.08764777823073787
13,1,Hope Solo,0.0,1.0
13,2,Hope Solo,0.00896860986547085,0.9551569506726456
13,3,Hope Solo,-0.0,0.9578059071729959
13,4,Hope Solo,0.0,0.9952153110047847
13,5,Hope Solo,0.0,1.0
13,6,Hope Solo,0.0,1.0
13,7,Hope Solo,0.0,0.9897610921501707
13,8,Hope Solo,0.0,1.0
13,9,Hope Solo,0.0,0.29324976054751284
13,1,J.R. Martinez,0.0,1.0
13,2,J.R. Martinez,0.0,0.9461883408071747
13,3,J.R. Martinez,0.0,0.9578059071729959
13,4,J.R. Martinez,0.0,0.9952153110047847
13,5,J.R. Martinez,0.0,1.0
13,6,J.R. Martinez,0.0,1.0
13,7,J.R. Martinez,0.0,0.9897610921501707
13,8,J.R. Martinez,0.0,1.0
13,9,J.R. Martinez,0.0,1.0
13,1,Kristin Cavallari,0.0,1.0
13,2,Kristin Cavallari,0.0,0.9461883408071747
13,3,Kristin Cavallari,0.0,0.09873417721518987
13,1,Metta World Peace (Ron),0.0,0.10215053763440862
13,1,Nancy Grace,0.0,1.0
13,2,Nancy Grace,0.0,0.9461883408071747
13,3,Nancy Grace,0.012658227848101264,0.9704641350210971
13,4,Nancy Grace,0.0,0.9952153110047847
13,5,Nancy Grace,0.0,1.0
13,6,Nancy Grace,0.0,1.0
13,7,Nancy Grace,0.010238907849829337,1.0
13,8,Nancy Grace,0.0,0.2301158301158301
13,1,Ricki Lake,0.0,1.0
13,2,Ricki Lake,0.0,0.9461883408071747
13,3,Ricki Lake,0.0,0.9578059071729959
13,4,Ricki Lake,0.0,0.9952153110047847
13,5,Ricki Lake,0.0,1.0
13,6,Ricki Lake,0.0,1.0
13,7,Ricki Lake,0.0,0.9897610921501707
13,8,Ricki Lake,0.0,1.0
13,9,Ricki Lake,0.0,1.0
13,1,Rob Kardashian,0.0,1.0
13,2,Rob Kardashian,0.0,0.9461883408071747
13,3,Rob Kardashian,0.0,0.9578059071729959
13,4,Rob Kardashian,0.0,0.9952153110047847
13,5,Rob Kardashian,0.0,1.0
13,6,Rob Kardashian,0.0,1.0
13,7,Rob Kardashian,0.0,0.9897610921501707
13,8,Rob Kardashian,0.0,1.0
13,9,Rob Kardashian,0.0,1.0
14,2,Donald Driver,0.0,1.0
14,3,Donald Driver,0.0,1.0
14,4,Donald Driver,0.0,0.9957081545064378
14,5,Donald Driver,0.0,1.0
14,6,Donald Driver,0.0,1.0
14,7,Donald Driver,0.0,0.9891008174386922
14,8,Donald Driver,0.003058103975535159,0.9877675840978594
14,9,Donald Driver,0.008695652173913049,0.9826086956521739
14,2,Gavin DeGraw,0.0,1.0
14,3,Gavin DeGraw,0.0,1.0
14,4,Gavin DeGraw,0.0,0.9957081545064378
14,5,Gavin DeGraw,0.0,0.1374007936507937
14,2,Gladys Knight,0.0,1.0
14,3,Gladys Knight,0.0,1.0
14,4,Gladys Knight,0.004291845493562235,1.0
14,5,Gladys Knight,0.0,1.0
14,6,Gladys Knight,0.0,0.15697649179668316
14,2,Jack Wagner,0.0,1.0
14,3,Jack Wagner,0.0,0.0961038961038961
14,2,Jaleel White,0.0,1.0
14,3,Jaleel White,0.0,1.0
14,4,Jaleel White,0.0,0.9957081545064378
14,5,Jaleel White,0.0,1.0
14,6,Jaleel White,0.0,1.0
14,7,Jaleel White,0.0,0.14674970805760998
14,2,Katherine Jenkins,0.0,1.0
14,3,Katherine Jenkins,0.0,1.0
14,4,Katherine Jenkins,0.0,0.9957081545064378
14,5,Katherine Jenkins,0.0,1.0
14,6,Katherine Jenkins,0.0,1.0
14,7,Katherine Jenkins,0.0,0.9891008174386922
14,8,Katherine Jenkins,0.003058103975535159,0.9877675840978593
14,9,Katherine Jenkins,0.013043478260869573,0.9869565217391305
14,2,Maria Menounos,0.0,1.0
14,3,Maria Menounos,0.0,1.0
14,4,Maria Menounos,0.0,0.9957081545064378
14,5,Maria Menounos,0.0,1.0
14,6,Maria Menounos,0.0,1.0
14,7,Maria Menounos,0.0,0.9891008174386922
14,8,Maria Menounos,0.009174311926605505,0.9938837920489296
14,9,Maria Menounos,0.0,0.2434782608695652
14,2,Martina Navratilova,0.0,0.10346964064436186
14,2,Melissa Gilbert,0.0,1.0
14,3,Melissa Gilbert,0.0,1.0
14,4,Melissa Gilbert,0.0,0.9957081545064378
14,5,Melissa Gilbert,0.0,1.0
14,6,Melissa Gilbert,0.0,1.0
14,7,Melissa Gilbert,0.010899182561307896,1.0
14,8,Melissa Gilbert,0.0,0.2097859327217126
14,2,Roshon Fegan,0.0,1.0
14,3,Roshon Fegan,0.0,1.0
14,4,Roshon Fegan,0.0,0.9957081545064378
14,5,Roshon Fegan,0.0,1.0
14,6,Roshon Fegan,0.0,1.0
14,7,Roshon Fegan,0.0,0.9891008174386922
14,8,Roshon Fegan,0.0,0.19755351681957187
14,2,Sherri Sheperd,0.0,1.0
14,3,Sherri Sheperd,-0.0,1.0
14,4,Sherri Sheperd,0.0,0.10987124463519314
14,2,William Levy,0.0,1.0
14,3,William Levy,0.0,1.0
14,4,William Levy,0.0,0.9957081545064378
14,5,William Levy,0.0,1.0
14,6,William Levy,0.0,1.0
14,7,William Levy,0.0,0.9891008174386922
14,8,William Levy,0.0,0.9847094801223242
14,9,William Levy,0.004347826086956552,0.9782608695652173
15,1,Apolo Anton Ohno,0.0,1.0
15,2,Apolo Anton Ohno,0.0,0.9764492753623188
15,3,Apolo Anton Ohno,0.0,0.9820143884892086
15,4,Apolo Anton Ohno,0.0,0.9937791601866252
15,6,Apolo Anton Ohno,0.0,0.9380530973451326
15,8,Apolo Anton Ohno,0.0,0.9868971594370461
15,9,Apolo Anton Ohno,0.0,0.24921223236645182
15,1,Bristol Palin,0.0,1.0
15,2,Bristol Palin,0.01630434782608696,0.9927536231884058
15,3,Bristol Palin,0.010791366906474822,0.9928057553956835
15,4,Bristol Palin,0.0,0.12268878520822535
15,1,Drew Lachey,0.0,1.0
15,2,Drew Lachey,0.0,0.9764492753623188
15,3,Drew Lachey,0.0,0.10449640287769782
15,1,Emmitt Smith,0.0,1.0
15,2,Emmitt Smith,0.0,0.9764492753623188
15,3,Emmitt Smith,0.0017985611510791394,0.9838129496402878
15,4,Emmitt Smith,0.0,0.9937791601866252
15,6,Emmitt Smith,0.015486725663716824,0.9535398230088494
15,8,Emmitt Smith,0.0011155304113762976,0.9880126898484224
15,9,Emmitt Smith,0.0,0.25778139953489265
15,1,Gilles Marini,0.0,1.0
15,2,Gilles Marini,0.0,0.9764492753623188
15,3,Gilles Marini,-0.0,0.9820143884892086
15,4,Gilles Marini,0.0,0.9937791601866252
15,6,Gilles Marini,0.011061946902654884,0.9491150442477876
15,8,Gilles Marini,0.0,0.16508695918353009
15,1,Helio Castroneves,0.0,1.0
15,2,Helio Castroneves,0.0,0.9764492753623188
15,3,Helio Castroneves,0.0,0.09964028776978417
15,1,Joey Fatone,0.0,1.0
15,2,Joey Fatone,0.0,0.08514492753623192
15,1,Kelly Monaco,0.0,1.0
15,2,Kelly Monaco,0.0018115942028985588,0.9782608695652174
15,3,Kelly Monaco,0.0,0.9820143884892086
15,4,Kelly Monaco,0.0,0.9937791601866252
15,6,Kelly Monaco,0.013274336283185847,0.9513274336283184
15,8,Kelly Monaco,0.004739122449409688,0.9916362818864557
15,9,Kelly Monaco,0.010638320507064897,1.0
15,1,Kirstie Alley,0.0,1.0
15,2,Kirstie Alley,0.0054347826086956486,0.9818840579710145
15,3,Kirstie Alley,0.005395683453237404,0.987410071942446
15,4,Kirstie Alley,0.006220839813374804,1.0
15,6,Kirstie Alley,0.011061946902654884,0.9491150442477875
15,8,Kirstie Alley,0.0,0.1808844521924379
15,1,Melissa Rycroft,0.0,1.0
15,2,Melissa Rycroft,0.0,0.9764492753623188
15,3,Melissa Rycroft,0.0,0.9820143884892086
15,4,Melissa Rycroft,0.0,0.9937791601866252
15,6,Melissa Rycroft,0.002212389380530977,0.9402654867256636
15,8,Melissa Rycroft,0.0,0.9868971594370461
15,9,Melissa Rycroft,0.0,0.9893616794929351
15,1,Pamela Anderson,0.0,0.09236333286966196
15,1,Sabrina Bryan,0.0,1.0
15,2,Sabrina Bryan,0.0,0.9764492753623188
15,3,Sabrina Bryan,0.0,0.9820143884892086
15,4,Sabrina Bryan,0.0,0.9937791601866252
15,6,Sabrina Bryan,0.0,0.11725663716814158
15,1,Shawn Johnson,0.0,1.0
15,2,Shawn Johnson,0.0,0.9764492753623188
15,3,Shawn Johnson,0.0,0.9820143884892086
15,4,Shawn Johnson,0.0,0.9937791601866252
15,6,Shawn Johnson,0.008849557522123908,0.9469026548672566
15,8,Shawn Johnson,0.007248187702167924,0.9941453471392141
15,9,Shawn Johnson,0.0,0.9893616794929351
16,3,Alexandra Raisman,0.0,1.0
16,4,Alexandra Raisman,0.0,1.0
16,5,Alexandra Raisman,0.0,1.0
16,6,Alexandra Raisman,0.0,1.0
16,7,Alexandra Raisman,0.0,1.0
16,8,Alexandra Raisman,0.0,1.0
16,9,Alexandra Raisman,0.0,1.0
16,10,Alexandra Raisman,0.0,0.25213654028764126
16,3,Andy Dick,0.0,1.0
16,4,Andy Dick,0.0,1.0
16,5,Andy Dick,-0.0,1.0
16,6,Andy Dick,0.0,1.0
16,7,Andy Dick,0.0,0.19332298136645965
16,3,D. L. Hughley,0.0,1.0
16,4,D. L. Hughley,0.0,1.0
16,5,D. L. Hughley,0.0,0.1360978203083466
16,3,Ingo Rademacher,0.0,1.0
16,4,Ingo Rademacher,0.0,1.0
16,5,Ingo Rademacher,0.0,1.0
16,6,Ingo Rademacher,0.0,1.0
16,7,Ingo Rademacher,0.0,1.0
16,8,Ingo Rademacher,0.0,1.0
16,9,Ingo Rademacher,0.0,0.21914893617021275
16,3,Jacoby Jones,0.0,1.0
16,4,Jacoby Jones,0.0,1.0
16,5,Jacoby Jones,0.0,1.0
16,6,Jacoby Jones,0.0,1.0
16,7,Jacoby Jones,0.0,1.0
16,8,Jacoby Jones,0.0,1.0
16,9,Jacoby Jones,0.0,1.0
16,10,Jacoby Jones,0.008547870553735515,1.0
16,3,Kellie Pickler,0.0,1.0
16,4,Kellie Pickler,0.0,1.0
16,5,Kellie Pickler,0.0,1.0
16,6,Kellie Pickler,0.0,1.0
16,7,Kellie Pickler,0.0,1.0
16,8,Kellie Pickler,0.0,1.0
16,9,Kellie Pickler,0.0,1.0
16,10,Kellie Pickler,0.0,0.9914521294462645
16,3,Lisa Vanderpump,0.0,1.0
16,4,Lisa Vanderpump,0.0,0.11964285714285716
16,3,Sean Lowe,0.0,1.0
16,4,Sean Lowe,0.0,1.0
16,5,Sean Lowe,0.0,1.0
16,6,Sean Lowe,0.0,1.0
16,7,Sean Lowe,0.0,1.0
16,8,Sean Lowe,0.0,0.19828510182207928
16,3,Victor Ortiz,0.0,1.0
16,4,Victor Ortiz,-0.0,1.0
16,5,Victor Ortiz,0.0,1.0
16,6,Victor Ortiz,0.0,0.14389920424403183
16,3,Wynonna Judd,0.0,0.11798828593750797
16,3,Zendaya,0.0,1.0
16,4,Zendaya,0.0,1.0
16,5,Zendaya,0.0,1.0
16,6,Zendaya,0.0,1.0
16,7,Zendaya,0.0,1.0
16,8,Zendaya,0.0,1.0
16,9,Zendaya,0.0,1.0
16,10,Zendaya,0.0,0.9914521294462645
17,2,Amber Riley,0.0,0.9962406015037594
17,3,Amber Riley,0.0,1.0
17,4,Amber Riley,0.0,1.0
17,5,Amber Riley,0.008510638297872353,0.9361702127659574
17,7,Amber Riley,0.0,0.9887133182844244
17,8,Amber Riley,0.0,0.9739583333333334
17,9,Amber Riley,0.015873015873015872,0.9428571428571428
17,10,Amber Riley,0.0,0.9857142857142858
17,11,Amber Riley,0.0,1.0
17,2,Bill Engvall,0.0,0.9962406015037594
17,3,Bill Engvall,0.0,1.0
17,4,Bill Engvall,0.0,1.0
17,5,Bill Engvall,0.01702127659574469,0.9446808510638297
17,7,Bill Engvall,0.009029345372460501,0.9977426636568849
17,8,Bill Engvall,0.015625,0.9895833333333334
17,9,Bill Engvall,0.04444444444444445,0.9714285714285715
17,10,Bill Engvall,0.01428571428571429,1.0
17,11,Bill Engvall,0.0,0.27729228275432016
17,2,Bill Nye,0.0037593984962406013,1.0
17,3,Bill Nye,0.0,0.11907308377896615
17,2,Brant Daugherty,0.0,0.9962406015037594
17,3,Brant Daugherty,0.0,1.0
17,4,Brant Daugherty,0.0,1.0
17,5,Brant Daugherty,0.004255319148936176,0.9319148936170212
17,7,Brant Daugherty,0.0,0.9887133182844244
17,8,Brant Daugherty,0.0,0.1450892857142857
17,2,Christina Milian,0.0,0.9962406015037594
17,3,Christina Milian,0.0,1.0
17,4,Christina Milian,0.0,1.0
17,5,Christina Milian,0.0,0.10307328605200944
17,2,Corbin Bleu,0.0,0.9962406015037594
17,3,Corbin Bleu,0.0,1.0
17,4,Corbin Bleu,0.0,1.0
17,5,Corbin Bleu,0.0,0.927659574468085
17,7,Corbin Bleu,0.0,0.9887133182844244
17,8,Corbin Bleu,0.0,0.9739583333333334
17,9,Corbin Bleu,0.0,0.926984126984127
17,10,Corbin Bleu,0.0,0.9857142857142858
17,11,Corbin Bleu,0.0,1.0
17,2,Elizabeth Berkley Lauren,0.0,0.9962406015037594
17,3,Elizabeth Berkley Lauren,0.0,1.0
17,4,Elizabeth Berkley Lauren,0.0,1.0
17,5,Elizabeth Berkley Lauren,0.008510638297872353,0.9361702127659574
17,7,Elizabeth Berkley Lauren,-0.0,0.9887133182844244
17,8,Elizabeth Berkley Lauren,0.010416666666666657,0.984375
17,9,Elizabeth Berkley Lauren,0.0,0.15555555555555556
17,2,Jack Osbourne,0.0,0.9962406015037594
17,3,Jack Osbourne,0.0,1.0
17,4,Jack Osbourne,0.0,1.0
17,5,Jack Osbourne,0.004255319148936176,0.9319148936170212
17,7,Jack Osbourne,0.0,0.9887133182844244
17,8,Jack Osbourne,0.0,0.9739583333333334
17,9,Jack Osbourne,0.006349206349206354,0.9333333333333333
17,10,Jack Osbourne,0.0,0.9857142857142858
17,11,Jack Osbourne,0.0,1.0
17,2,Keyshawn Johnson,0.0,0.09899749373433585
17,2,Leah Remini,0.0,0.9962406015037594
17,3,Leah Remini,0.0,1.0
17,4,Leah Remini,0.0,1.0
17,5,Leah Remini,0.02553191489361703,0.9531914893617021
17,7,Leah Remini,0.002257336343115132,0.9909706546275395
17,8,Leah Remini,0.0,0.9739583333333334
17,9,Leah Remini,0.006349206349206354,0.9333333333333333
17,10,Leah Remini,0.0,0.2142857142857143
17,2,"Nicole ""Snooki"" Polizzi",0.0,0.9962406015037594
17,3,"Nicole ""Snooki"" Polizzi",0.0,1.0
17,4,"Nicole ""Snooki"" Polizzi",0.0,1.0
17,5,"Nicole ""Snooki"" Polizzi",0.004255319148936176,0.9319148936170212
17,7,"Nicole ""Snooki"" Polizzi",0.0,0.12810383747178328
17,2,Valerie Harper,0.0,0.9962406015037594
17,3,Valerie Harper,-0.0,1.0
17,4,Valerie Harper,0.0,0.12405063291139237
18,2,Amy Purdy,0.0,0.9754098360655737
18,5,Amy Purdy,0.0,0.9813664596273292
18,6,Amy Purdy,0.0,1.0
18,7,Amy Purdy,0.0,1.0
18,8,Amy Purdy,0.0,0.9734513274336283
18,9,Amy Purdy,0.0,0.9895287958115183
18,10,Amy Purdy,0.0,0.973835404268382
18,2,Billy Dee Williams,0.02459016393442623,1.0
18,2,Candace Cameron Bure,0.0,0.9754098360655737
18,5,Candace Cameron Bure,0.0,0.9813664596273292
18,6,Candace Cameron Bure,-0.0,1.0
18,7,Candace Cameron Bure,0.0,1.0
18,8,Candace Cameron Bure,0.008849557522123908,0.9823008849557522
18,9,Candace Cameron Bure,0.010471204188481659,1.0
18,10,Candace Cameron Bure,0.026164595731618,1.0
18,2,Charlie White,0.0,0.9754098360655737
18,5,Charlie White,0.0,0.9813664596273292
18,6,Charlie White,0.0,1.0
18,7,Charlie White,0.0,1.0
18,8,Charlie White,0.0,0.9734513274336283
18,9,Charlie White,0.0,0.20104712041884815
18,2,Cody Simpson,0.0,0.9754098360655737
18,5,Cody Simpson,0.0,0.11663216011042096
18,2,Danica McKellar,0.0,0.9754098360655737
18,5,Danica McKellar,0.0,0.9813664596273292
18,6,Danica McKellar,0.0,1.0
18,7,Danica McKellar,0.0,1.0
18,8,Danica McKellar,0.0,0.16519174041297935
18,2,Diana Nyad,0.0,0.17399403874813713
18,2,Drew Carey,-0.0,0.9754098360655737
18,5,Drew Carey,0.018633540372670815,1.0
18,6,Drew Carey,0.0,0.13652482269503546
18,2,James Maslow,0.0,0.9754098360655737
18,5,James Maslow,0.0,0.9813664596273292
18,6,James Maslow,0.0,1.0
18,7,James Maslow,0.0,1.0
18,8,James Maslow,0.008849557522123908,0.9823008849557522
18,9,James Maslow,-0.0,0.9895287958115183
18,10,James Maslow,0.0,0.24709243509868628
18,2,Meryl Davis,0.0,0.9754098360655737
18,5,Meryl Davis,0.0,0.9813664596273292
18,6,Meryl Davis,0.0,1.0
18,7,Meryl Davis,0.0,1.0
18,8,Meryl Davis,0.008849557522123908,0.9823008849557522
18,9,Meryl Davis,0.0,0.9895287958115183
18,10,Meryl Davis,0.0,0.973835404268382
18,2,NeNe Leakes,0.0,0.9754098360655737
18,5,NeNe Leakes,0.0,0.9813664596273292
18,6,NeNe Leakes,0.0,1.0
18,7,NeNe Leakes,0.0,0.15527950310559002
18,2,Sean Avery,0.0,0.09575260804769004
19,1,Alfonso Ribeiro,0.0,0.9946236559139785
19,2,Alfonso Ribeiro,0.0,0.988950276243094
19,3,Alfonso Ribeiro,0.0,1.0
19,4,Alfonso Ribeiro,0.0,0.96875
19,6,Alfonso Ribeiro,0.0,0.9658703071672355
19,7,Alfonso Ribeiro,0.0,0.9941972920696325
19,8,Alfonso Ribeiro,0.0,1.0
19,9,Alfonso Ribeiro,0.0,0.969626168224299
19,10,Alfonso Ribeiro,0.0,1.0
19,11,Alfonso Ribeiro,0.0,1.0
19,1,Antonio Sabato Jr.,0.0,0.9946236559139785
19,2,Antonio Sabato Jr.,0.0,0.988950276243094
19,3,Antonio Sabato Jr.,0.0,1.0
19,4,Antonio Sabato Jr.,0.0,0.96875
19,6,Antonio Sabato Jr.,0.013651877133105797,0.9795221843003413
19,7,Antonio Sabato Jr.,0.0,0.13588007736943908
19,1,Bethany Mota,0.0,0.9946236559139785
19,2,Bethany Mota,0.0,0.988950276243094
19,3,Bethany Mota,0.0,1.0
